Resource Title,Resource URL,Description,Subject,Grade,Date Created,Date Modified,Language,Media Type,Learning Resource Type,Interactivity,Use Rights URL,Is based on URL,This Resource Assesses,This Resource Teaches,This Resource Requires,Author Type,Author Name,Author URL,Author Email Address,Publisher Name,Publisher URL,Publisher Email Address,Author Type 2,Author Name 2,Author URL 2,Author Email Address 2,Accessiblity Feature,Accessiblity Hazzard,Accessiblity API,Accessiblity Control
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
